No,region,store,dates,order_items,reviews,taste_score,quantity_score,delivery_score,,order_세분화1,order_세분화2,order_세분화3,order_세분화4,order_세분화5,order_세분화6,order_세분화7,order_세분화8,,순살 여부
44357,교촌치킨,홍대점,2020년 07월 27일,교촌반반오리지날/1,많이 많이  식었네요ㅜㅜ,2,2,2,,반반오리지날,,,,,,,,,
44358,교촌치킨,홍대점,2020년 07월 27일,교촌허니순살[R]/1(디핑소스 추가(레드디핑소스)),순살엔 역시 레드소스가 필수,5,5,5,,허니순살,,,,,,,,,
44359,교촌치킨,홍대점,2020년 07월 26일,"교촌레허반반순살/1,교촌허니순살[S]/1",맛있어요!맛있어요 맛있네요,5,5,5,,허니순살, 레허반반순살,,,,,,,,
44360,교촌치킨,홍대점,2020년 07월 25일,교촌허니콤보/1(사이드 메뉴(선택안함)),맛있어요! 조금 식었지만 맛은 짱!,5,4,4,,허니콤보,,,,,,,,,
44361,교촌치킨,홍대점,2020년 07월 25일,교촌허니콤보/1(사이드 메뉴(선택안함)),"잘먹었습니다
바삭바삭하고 안에 속살도 양념이 잘 베어있어요",5,5,5,,허니콤보,,,,,,,,,
44362,교촌치킨,홍대점,2020년 07월 24일,교촌허니콤보/1(사이드 메뉴(교촌에그마니샐러드)),"배달빨라서 좋구요, 머기업의 맛 안정적이구여",5,5,5,,허니콤보,,,,,,,,,
44363,교촌치킨,홍대점,2020년 07월 24일,"교촌허니콤보/1(사이드 메뉴(선택안함)),교촌반반콤보/1(사이드 메뉴(선택안함))",허니콤보는 역시 최고네요,5,5,5,,허니콤보, 반반콤보,,,,,,,,
44364,교촌치킨,홍대점,2020년 07월 20일,교촌레드오리지날/1(사이드 메뉴(선택안함)),배달이 빠르게 왔습니다. 그런데 다른지점에 비해서 외국인이 많이와서 그런지 소스 색깔도 좀 연하고 덜매운거같은 기분이네요. 원래처럼 좀더 매웠으면 좋겠어요.,5,5,5,,레드오리지날,,,,,,,,,
44365,교촌치킨,홍대점,2020년 07월 19일,교촌허니콤보/1(세트 선택(선택안함)),맛있게 잘먹었습니다~,5,5,5,,허니콤보,,,,,,,,,
44366,교촌치킨,홍대점,2020년 07월 19일,"교촌레드오리지날/1(세트 선택(선택안함)),교촌허니콤보/1(세트 선택(교촌웨지감자（세트）,교촌샐러드（세트）))",늘시켜먹어여 홍대점이 맛잇어요,5,5,5,,레드오리지날, 허니콤보, 사이드, 레드오리지날,,,,,,
44367,교촌치킨,홍대점,2020년 07월 19일,교촌레드콤보/1,여기가 치킨맛집임~,5,5,4,,레드콤보,,,,,,,,,
44368,교촌치킨,홍대점,2020년 07월 19일,교촌허니오리지날/1(사이드 메뉴(선택안함)),빨라서 너무 좋았어용 ❤️❤️❤️,5,5,5,,허니오리지날,,,,,,,,,
44369,교촌치킨,홍대점,2020년 07월 18일,"교촌오리지날＋수삼계탕/1(사이드 메뉴(선택안함),디핑소스 추가(교촌허니머스타드소스))",친절하게배달해주셔서 맛있게먹어요 도착할때 미술영상 레오나드로다빈치가 나오는데 미술시장 최대낙찰가에요 맛있고 행복해연~♡♡^,5,5,5,,오리지날,,,,,,,,,
44370,교촌치킨,홍대점,2020년 07월 18일,교촌레드오리지날/1,늘 시켜먹는곳이에요 맛있습니다,5,4,5,,레드오리지날,,,,,,,,,
44371,교촌치킨,홍대점,2020년 07월 18일,교촌허니콤보/1(세트 선택(교촌웨지감자（세트）)),생각보다 빨리 와서 좋았어요. 맛있게 잘 먹었습니다.,5,5,5,,허니콤보, 사이드,,,,,,,,
44372,교촌치킨,홍대점,2020년 07월 18일,교촌허니콤보/1,맛있어요 양이 조금 아쉬워요,5,4,5,,허니콤보,,,,,,,,,
44373,교촌치킨,홍대점,2020년 07월 18일,교촌반반윙/1(사이드 메뉴(교촌웨지감자（세트）)),역시는 역쉬~~~~,5,5,5,,반반윙, 사이드,,,,,,,,
44374,교촌치킨,홍대점,2020년 07월 17일,"교촌허니콤보/1,레드디핑소스/1",너무 맛있었어요!!,5,5,5,,허니콤보,,,,,,,,,
44375,교촌치킨,홍대점,2020년 07월 17일,"교촌레허반반순살/1(세트 선택(교촌순살[S]（간장）)),교촌크림치즈소스/1",맛잇다요 허니레드최고했다!!,5,4,5,,순살, 레허반반순살,,,,,,,,
44376,교촌치킨,홍대점,2020년 07월 17일,교촌허니콤보/1,너무너무 맛있어요!!,5,5,5,,허니콤보,,,,,,,,,
44377,교촌치킨,홍대점,2020년 07월 16일,교촌레드콤보/1,"킹맛킹맛킹맛
교촌불패 ㅋㅋㅋㅋ",5,5,5,,레드콤보,,,,,,,,,
44378,교촌치킨,홍대점,2020년 07월 15일,교촌레허반반순살/1(세트 선택(선택안함)),맛있어요!! 잘먹었습니다,5,5,5,,레허반반순살,,,,,,,,,
44379,교촌치킨,홍대점,2020년 07월 12일,"교촌허니콤보/1,레드디핑소스/2",60분 예상이었는데 96분만에 배달옴. 미지근한 치킨 아주 좋아요,1,1,1,,허니콤보,,,,,,,,,
44380,교촌치킨,홍대점,2020년 07월 12일,"교촌레드콤보/1,교촌허니콤보/1(세트 선택(선택안함))",마싯어요~~~~//////,5,5,5,,레드콤보, 허니콤보,,,,,,,,
44381,교촌치킨,홍대점,2020년 07월 11일,"교촌허니콤보/1,레드디핑소스/1",ㅃㅂㅈㄷㄲㅅㄹㄹㄹㅁ,5,5,4,,허니콤보,,,,,,,,,
44382,교촌치킨,홍대점,2020년 07월 11일,교촌허니콤보/1,맛나요 또 시켜먹을게요,5,5,5,,허니콤보,,,,,,,,,
44383,교촌치킨,홍대점,2020년 07월 10일,교촌반반콤보/1,Ddddddddddddd,5,5,5,,반반콤보,,,,,,,,,
44384,교촌치킨,홍대점,2020년 07월 10일,교촌반반콤보/1,Dddddddddddddd,5,5,5,,반반콤보,,,,,,,,,
44385,교촌치킨,홍대점,2020년 07월 09일,교촌반반윙/1,오랫만에  시켰는데  맛있겠네요,5,5,5,,반반윙,,,,,,,,,
44386,교촌치킨,홍대점,2020년 07월 09일,교촌반반윙/1(세트 선택(선택안함)),맛있게 먹었습니다,5,5,5,,반반윙,,,,,,,,,
44387,교촌치킨,홍대점,2020년 07월 09일,교촌허니콤보/1,잘 먹었습니다! 맛있었어요~,5,4,5,,허니콤보,,,,,,,,,
44388,교촌치킨,홍대점,2020년 07월 08일,교촌오리지날/1(세트 선택(선택안함)),교촌은 역시 맛있어요!!!,5,5,5,,오리지날,,,,,,,,,
44389,교촌치킨,홍대점,2020년 07월 08일,"교촌레드콤보/1(세트 선택(교촌허니순살[S])),교촌크림치즈소스/1",맛이슴다 식으먼 더맛있음,5,4,5,,레드콤보, 허니순살,,,,,,,,
44390,교촌치킨,홍대점,2020년 07월 07일,교촌반반콤보/1,온제나 맛있는 교촌입니다 다음엔 허니콤보도 시켜먹어볼게요,4,3,5,,반반콤보,,,,,,,,,
44391,교촌치킨,홍대점,2020년 07월 06일,교촌레허반반순살/1(세트 선택(선택안함)),만족스러운 주말 치맥타임이었습니다.,5,5,5,,레허반반순살,,,,,,,,,
44392,교촌치킨,홍대점,2020년 07월 05일,교촌반반오리지날/1(세트 선택(교촌웨지감자（세트）)),잘 먹었습니다~~~,5,5,5,,반반오리지날, 사이드,,,,,,,,
44393,교촌치킨,홍대점,2020년 07월 05일,교촌반반순살[R]/1(세트 선택(선택안함)),"너무 짜서 먹다가 버렸어요...ㅠㅠㅠ
제가 그렇게 싱겁게 먹는 스타일은 아닌데 그렇더라구요..",2,2,5,,반반순살,,,,,,,,,
44394,교촌치킨,홍대점,2020년 07월 05일,교촌허니콤보/1,jmt 너무 맛있어요,5,5,5,,허니콤보,,,,,,,,,
44395,교촌치킨,홍대점,2020년 07월 04일,교촌허니콤보/1,피자랑 따로 안시켜도 좋고 떡볶이도 맛있네요,3,4,4,,허니콤보,,,,,,,,,
44396,교촌치킨,홍대점,2020년 07월 03일,교촌반반윙/1,짱맛나요 감사해용 ㅎㅎ,5,5,5,,반반윙,,,,,,,,,
44397,교촌치킨,홍대점,2020년 07월 03일,교촌반반오리지날/1(세트 선택(선택안함)),배달은 빠른데 닭에서 냄새가 나는거 같기도하고 간장양념 소스가 거의 안발라져 있어서 맛이 없었어요....교촌 좋아하는데 반반메뉴는 비추에요,2,3,5,,반반오리지날,,,,,,,,,
44398,교촌치킨,홍대점,2020년 07월 03일,교촌레허반반순살/1(세트 선택(선택안함)),레드허니 반반 콤보 진짜 맛있어요,5,5,5,,레허반반순살,,,,,,,,,
44399,교촌치킨,홍대점,2020년 07월 01일,교촌레드콤보/1(세트 선택(선택안함)),적당하게 매콤하고 살이 탱글탱글한게 맛있어요,5,5,5,,레드콤보,,,,,,,,,
44400,교촌치킨,홍대점,2020년 07월 01일,교촌반반윙/1(세트 선택(선택안함)),"맛, 양, 배달 3중주가 완벽했습니다.
제가 여지껏 먹었던 교촌지점들은 반성하세요...",5,5,5,,반반윙,,,,,,,,,
44401,교촌치킨,홍대점,2020년 06월 30일,"교촌레허반반순살/1(세트 선택(교촌웨지감자（세트）,교촌순살[S]（간장）))",다른 지점보단 맛이 별로 였지만 전반적으로 맛잇엇어요,4,4,5,,순살, 레허반반순살, 사이드,,,,,,,
44402,교촌치킨,홍대점,2020년 06월 30일,"교촌허니콤보/1,레드디핑소스/1",항상 ㅈㅁㅌ 항상 만족해여 ㅎㅎ,5,5,5,,허니콤보,,,,,,,,,
44403,교촌치킨,홍대점,2020년 06월 29일,교촌허니콤보/1,배달 빨리 와서 좋아요~,4,5,5,,허니콤보,,,,,,,,,
44404,교촌치킨,홍대점,2020년 06월 29일,"교촌허니순살[R]/1(세트 선택(교촌웨지감자（세트）)),교촌스위트칠리소스/2","배달 생각보다 더 빨리 왔네용!!!
여전히 맛있습니다!!!
맛있게 잘 먹었어영히히 감사합니다☺️",5,5,5,,허니순살, 사이드,,,,,,,,
44405,교촌치킨,홍대점,2020년 06월 29일,교촌허니순살[R]/1,맛있어요맛있어요맛있어요맛있어요,5,5,5,,허니순살,,,,,,,,,
44406,교촌치킨,홍대점,2020년 06월 27일,교촌허니오리지날/1,빠른배송 맛있게 잘 먹었습니다,5,5,5,,허니오리지날,,,,,,,,,
44407,교촌치킨,홍대점,2020년 06월 27일,교촌레드콤보/1(세트 선택(교촌웨지감자（세트）)),맛있어써요 ㅎㅎ 앞으로도 시켜먹을게옹,5,5,5,,레드콤보, 사이드,,,,,,,,
44408,교촌치킨,홍대점,2020년 06월 27일,"교촌허니오리지날/1(세트 선택(선택안함)),레드디핑소스/1",허니 오리지날 너무 맛있어요~,5,5,5,,허니오리지날,,,,,,,,,
44409,교촌치킨,홍대점,2020년 06월 27일,"교촌반반윙/1(세트 선택(선택안함)),교촌무우/1",교촌은 진리 ㅋㅋ 특히 홍대점은 더더욱,5,5,5,,반반윙,,,,,,,,,
44410,교촌치킨,홍대점,2020년 06월 26일,"교촌반반콤보/1,교촌허니머스타드소스/1",맛있어용 ㅎㅎㅎ 배달도 빠르고~~,4,4,4,,반반콤보,,,,,,,,,
44411,교촌치킨,홍대점,2020년 06월 25일,교촌오리지날/1(세트 선택(교촌웨지감자（세트）)),맛있게잘먹었습니닿ㅎ,5,5,5,,오리지날, 사이드,,,,,,,,
44412,교촌치킨,홍대점,2020년 06월 25일,교촌허니콤보/1,잘 먹었습니다! 맛있었어요,5,5,5,,허니콤보,,,,,,,,,
44413,교촌치킨,홍대점,2020년 06월 22일,교촌허니콤보/1,좋아요.,4,5,5,,허니콤보,,,,,,,,,
44414,교촌치킨,홍대점,2020년 06월 22일,"교촌허니콤보/1,레드디핑소스/4",양 진짜 진짜 많아요....홍대점 평점안좋아서 걱정했는데 맨날 여기서 시켜먹을게요! 배달도 빠르고 너무 맛있어요ㅜㅜㅜㅜㅜ,5,5,5,,허니콤보,,,,,,,,,
44415,교촌치킨,홍대점,2020년 06월 20일,교촌허니오리지날/1(세트 선택(교촌웨지감자（세트）)),"집 도착하기전에 미리 주문했는데 치킨이 먼저왔어요 !! 손씻고 바로 먹었습니다 
시간이 지나도 소스땜에 바삭함이 살아있어 좋았어요 ~",5,5,5,,허니오리지날, 사이드,,,,,,,,
44416,교촌치킨,홍대점,2020년 06월 20일,교촌허니콤보/1(세트 선택(선택안함)),배달은 빠른데 양도 적당한데 진짜 탄내 쩔고 심지어 살도 없네요...치킨을 먹는지 튀김을 먹는지...별로네요...진짜 탄내도 심각했어요...ㅡㅡ,1,2,3,,허니콤보,,,,,,,,,
44417,교촌치킨,홍대점,2020년 06월 20일,"교촌레드콤보/2(세트 선택(선택안함)),교촌허니순살[R]/1(세트 선택(선택안함))","허니순살 처음 먹어봤는데 뼈있는것보다 더 괜찮아요
레드윙이 없어져서 넘 아쉽지만 콤보가 있어서 다행이예요
맛있게 잘 먹었습니다",5,5,5,,레드콤보, 허니순살,,,,,,,,
44418,교촌치킨,홍대점,2020년 06월 19일,교촌허니콤보/1(세트 선택(선택안함)),72631826463,5,5,4,,허니콤보,,,,,,,,,
44419,교촌치킨,홍대점,2020년 06월 19일,교촌순살[R]/1,교촌순살은 허니순살에비해 튀김옷 껍질이 많은것같고 약간 닭비린맛도 있었어요ㅜ 담부터 순살은 허니순살만 먹어야겠네요..그것빼면 만족입니당 양은 생각보다 괜춘 배달도 괜춘,3,4,5,,순살후라이드,,,,,,,,,
44420,교촌치킨,홍대점,2020년 06월 18일,"교촌레드콤보/1,교촌허니콤보/1",음식은 맛있었고 양은 충분했습니다. 다시 주문하겠습니다!,5,5,5,,레드콤보, 허니콤보,,,,,,,,
44421,교촌치킨,홍대점,2020년 06월 16일,"교촌허니콤보/1,레드디핑소스/1",맛있ㄱ 잘 먹었스빈다 꺼렁ㄱ,4,4,4,,허니콤보,,,,,,,,,
44422,교촌치킨,홍대점,2020년 06월 15일,교촌반반윙/1(세트 선택(선택안함)),"22:32 도착예정이었는데 21:57 도착 짱!!
그리고, 웨지감자까지 서비스로 보내주시고
정말정말 감사합니다.
친구가 너무 먹고 싶다고해서 
친구네 집으로 선물로 치킨한마리 쏜건대,
감자 먹고 싶단말은 차마 못했는데 
보내줘서 고맙다고 하더라구요.
사장님 센스 짱!! 대박 나시고 번창하세요!!
제가 먹은게 아니라서 사진은 못 올려서 죄송해요..
다음에 또 주문하겠습니다!!",5,5,5,,반반윙,,,,,,,,,
44423,교촌치킨,홍대점,2020년 06월 15일,교촌오리지날/1(세트 선택(교촌웨지감자（세트）)),"교촌치킨은 꼭 홍대점에서만 먹어요. 홍대점이 먹을때마다 느끼지만 친절하고 깔끔하고 맛있어요.
오라지날하고 웨지감자를 시켰는데 치킨만 와서 전화 드렸더니 바로 배달해 주셨어요.ㅠㅠ교촌 주문할때마다 느끼는데 배달원분들도 많이 친절하신 것 같아요.
맛있게 먹느라 중간에 사진 찍었어요^^;;
기분좋게 잘 먹었습니다.",5,5,5,,오리지날, 사이드,,,,,,,,
44424,교촌치킨,홍대점,2020년 06월 15일,교촌반반콤보/1(세트 선택(선택안함)),튀김도 좋았고 맛있었어요!다음에도 또 시켜먹을게요,5,5,5,,반반콤보,,,,,,,,,
44425,교촌치킨,홍대점,2020년 06월 15일,교촌레드윙/1(세트 선택(선택안함)),교촌 레드윙 좋아해서 매번 이것 시켜먹어요:),5,5,5,,레드윙,,,,,,,,,
44426,교촌치킨,홍대점,2020년 06월 14일,교촌콤보/1(세트 선택(교촌에그마니샐러드)),늘 최고입니다 맛나요,5,5,5,,콤보,,,,,,,,,
44427,교촌치킨,홍대점,2020년 06월 11일,"교촌신화오리지날/1(세트 선택(선택안함)),교촌허니콤보/1(세트 선택(선택안함))",역시 허니콤보가 최곱니드,5,5,5,,허니콤보, 신화오리지날,,,,,,,,
44428,교촌치킨,홍대점,2020년 06월 10일,교촌신화오리지날/1(세트 선택(선택안함)),"배달용기 사이즈가 작아져서 양이 줄었나? 했는데 아니어서 다행ㅋㅋㅋ

그래도 허니콤보가 더 맛잇음

불맛이 나지만 좀 부족했음",4,5,5,,신화오리지날,,,,,,,,,
44429,교촌치킨,홍대점,2020년 06월 08일,교촌레드윙/1,맛있게 잘먹었습니다,5,5,5,,레드윙,,,,,,,,,
44430,교촌치킨,홍대점,2020년 06월 08일,교촌반반콤보/1(세트 선택(선택안함)),"받자마자 먹어서 바로 사진을 찍지는 못했지만, 맛있게 먹었습니다! 반반콤보 짱!!",5,5,5,,반반콤보,,,,,,,,,
44431,교촌치킨,홍대점,2020년 06월 08일,교촌허니콤보/1(세트 선택(교촌웨지감자（세트）)),맛있게 잘 먹었어요~~,5,5,5,,허니콤보, 사이드,,,,,,,,
44432,교촌치킨,홍대점,2020년 06월 08일,"교촌레드콤보/1(세트 선택(선택안함)),교촌허니콤보/1(세트 선택(선택안함))","맛잇어용🤟
맛잇어용🤟",5,5,5,,레드콤보, 허니콤보,,,,,,,,
44433,교촌치킨,홍대점,2020년 06월 08일,교촌허니오리지날/1(세트 선택(선택안함)),재주문 할  것 같습 니다.,5,5,5,,허니오리지날,,,,,,,,,
44434,교촌치킨,홍대점,2020년 06월 07일,교촌반반콤보/1(세트 선택(교촌웨지감자（세트）)),맛있었어요 ^^^^^,4,4,4,,반반콤보, 사이드,,,,,,,,
44435,교촌치킨,홍대점,2020년 06월 07일,교촌레허반반순살/1(세트 선택(선택안함)),덕분에 행복했습니다,5,5,5,,레허반반순살,,,,,,,,,
44436,교촌치킨,홍대점,2020년 06월 06일,교촌허니오리지날/1,배달도 친절하고 빠르고 바삭하게 잘튀겨저왔네요,5,4,5,,허니오리지날,,,,,,,,,
44437,교촌치킨,홍대점,2020년 06월 03일,"교촌레드윙/1(세트 선택(교촌웨지감자（세트）)),레드디핑소스/1",맛있어용 야식으로 최고!!,5,5,5,,레드윙, 사이드,,,,,,,,
44438,교촌치킨,홍대점,2020년 06월 02일,"교촌반반콤보/1(세트 선택(교촌웨지감자（세트）)),교촌소이살살/1(세트 선택(선택안함))",양도 많고  역쉬 교촌치킨~~~,5,5,5,,반반콤보, 사이드, 소이살살, 반반콤보,,,,,,
44439,교촌치킨,홍대점,2020년 06월 01일,교촌레드콤보/1,푸짐하고 맵짠맵짠 중독성 있는맛이네요,4,5,5,,레드콤보,,,,,,,,,
44440,교촌치킨,홍대점,2020년 05월 31일,교촌반반순살[R]/1(세트 선택(선택안함)),잘먹었습니다. 배달빨리왔어요,4,5,5,,반반순살,,,,,,,,,
44441,교촌치킨,홍대점,2020년 05월 30일,교촌레허반반순살/1,모든 것이 좋았습니다,5,5,5,,레허반반순살,,,,,,,,,
44442,교촌치킨,홍대점,2020년 05월 30일,교촌허니콤보/1,"배달시간도 빠르고 넘 맛있습니당
다음에 또 시킬게요!",5,5,5,,허니콤보,,,,,,,,,
44443,교촌치킨,홍대점,2020년 05월 30일,교촌레드순살[R]/1,배달빠르고.맛있습니다,5,5,5,,레드순살,,,,,,,,,
44444,교촌치킨,홍대점,2020년 05월 29일,교촌신화오리지날/1(세트 선택(선택안함)),불향이랑 스모키향은 좀 다르다는 생각인데 훈제향??  스모키향이 생각보다 많이나서 놀랐지만 먹어보니 스모키맛은 덜나서 다행이다 했습니다,4,4,5,,신화오리지날,,,,,,,,,
44445,교촌치킨,홍대점,2020년 05월 29일,교촌오리지날/1(세트 선택(선택안함)),푸짐해요 기름이 좀 느끼하지만 맛있어요,5,5,5,,오리지날,,,,,,,,,
44446,교촌치킨,홍대점,2020년 05월 28일,교촌허니오리지날/1(세트 선택(선택안함)),맛있게 잘 먹었습니다,5,5,5,,허니오리지날,,,,,,,,,
44447,교촌치킨,홍대점,2020년 05월 27일,교촌레드콤보/1(세트 선택(선택안함)),오늘 소스가 너무 덜 묻어왔어여ㅠ 아숩....,4,5,5,,레드콤보,,,,,,,,,
44448,교촌치킨,홍대점,2020년 05월 26일,교촌반반윙/1,..........,2,3,5,,반반윙,,,,,,,,,
44449,교촌치킨,홍대점,2020년 05월 25일,교촌허니콤보/1,양도 푸짐하고 잘먹었습니다~~^^,5,5,5,,허니콤보,,,,,,,,,
44450,교촌치킨,홍대점,2020년 05월 25일,교촌레드순살[R]/1,배달빠르고맛있어요.,5,5,5,,레드순살,,,,,,,,,
44451,교촌치킨,홍대점,2020년 05월 25일,"교촌허니콤보/1,교촌허니머스타드소스/1",오랜만에 허니콤보 먹고싶어서 먹었는뎅 존맛탱!! 배달도 빠르고 굿귯 다음에두 여기시켜야징~~~~,5,5,5,,허니콤보,,,,,,,,,
44452,교촌치킨,홍대점,2020년 05월 23일,교촌허니콤보/1,"맛 최고 그리고 양 진짜 최고!! 
감사합니다!!",5,5,5,,허니콤보,,,,,,,,,
44453,교촌치킨,홍대점,2020년 05월 23일,"교촌레허반반순살/1(세트 선택(선택안함)),교촌무우/2",진짜 제가 살면서 리뷰를 처름 작성 합니다 진짜 더럽게 맛없고 기름드 몇일을 쓴건지 치킨 거짓말 안치고 8조각 먹고 버렸습니다 진짜 기름 냄새가 토나올 정도로 심하게나구요 순살도 분식집에서 파는 닭강정 처럼 오구요 기름 옷도 덜익어서 왔네요 진짜 시키실때 고민 하시고 시키세요 그리고 전화 받는분 아무리 바쁘다고 너무 대충대충 통화 하시네요 정말 25000원 정말 정말 아깝네요^^,1,1,4,,레허반반순살,,,,,,,,,
44454,교촌치킨,홍대점,2020년 05월 22일,교촌반반콤보/1,맛있었어요 자주 시켜먹어요!,5,4,4,,반반콤보,,,,,,,,,
44455,교촌치킨,홍대점,2020년 05월 21일,"교촌허니콤보/1,레드디핑소스/2",너무 맛있어서 눈물날뻔했어요ㅠㅠ 짱입니다,5,5,5,,허니콤보,,,,,,,,,
44456,교촌치킨,홍대점,2020년 05월 21일,교촌허니콤보/1,배달도 빠르고 역시 교촌  ㅠㅠ,5,5,5,,허니콤보,,,,,,,,,
44457,교촌치킨,홍대점,2020년 05월 19일,"교촌레허반반순살/1(세트 선택(선택안함)),교촌무우/1,교촌허니갈릭소스/1",배달이 빨라서 좋았어요!,5,5,5,,레허반반순살,,,,,,,,,
44458,교촌치킨,홍대점,2020년 05월 18일,교촌허니콤보/1,최애 치킨 넘 맛나게먹었어요,5,5,5,,허니콤보,,,,,,,,,
44459,교촌치킨,홍대점,2020년 05월 18일,교촌반반윙/1(세트 선택(선택안함)),맛있게  먹었어요,5,5,5,,반반윙,,,,,,,,,
44460,교촌치킨,홍대점,2020년 05월 17일,교촌허니콤보/1,역시 달달하니좋네요,5,4,5,,허니콤보,,,,,,,,,
44461,교촌치킨,홍대점,2020년 05월 14일,교촌신화순살/1(세트 선택(선택안함)),"매운 순살 맛을 주문했는데, 정신없이 먹다보니 스트레스가 좀 해소가 되었어요!",4,5,5,,신화순살,,,,,,,,,
44462,교촌치킨,홍대점,2020년 05월 14일,"교촌허니콤보/1,레드디핑소스/1","양은 진짜 많았고 좋았어요
근데 기름이 베어먹을때 마다 쭉쭉나와서 쬐끔 느끼했습니다....
배달해주시는분은 매번친절하셨는데 오늘은 좀 불친절했어요... 말하는 도중에 끊어먹고 짜증내는 말투여서 기분이좋지는 않았습니다",4,5,3,,허니콤보,,,,,,,,,
44463,교촌치킨,홍대점,2020년 05월 14일,교촌반반콤보/1(세트 선택(교촌웨지감자（세트）)),역쉬 교촌치킨~~~~,5,5,5,,반반콤보, 사이드,,,,,,,,
44464,교촌치킨,홍대점,2020년 05월 14일,교촌허니콤보/1,잘먹었습니다 맛잇어요~,5,5,5,,허니콤보,,,,,,,,,
44465,교촌치킨,홍대점,2020년 05월 13일,"교촌레드콤보/1(세트 선택(선택안함)),교촌레허반반순살/1(세트 선택(선택안함)),교촌반반콤보/1(세트 선택(선택안함))",빨리오고 좋습니다 ^?^,5,5,5,,레드콤보, 반반콤보, 레허반반순살, 레드콤보, 반반콤보,,,,,
44466,교촌치킨,홍대점,2020년 05월 13일,교촌반반콤보/1,마시어여~~~~~,5,5,5,,반반콤보,,,,,,,,,
44467,교촌치킨,홍대점,2020년 05월 13일,교촌허니콤보/1,맛있어욧~!!,5,5,5,,허니콤보,,,,,,,,,
44468,교촌치킨,홍대점,2020년 05월 12일,"교촌레드콤보/1(세트 선택(선택안함)),교촌허니콤보/1(세트 선택(교촌웨지감자（세트）))",전체적으로만족합니다👍,5,5,5,,레드콤보, 허니콤보, 사이드, 레드콤보,,,,,,
44469,교촌치킨,홍대점,2020년 05월 11일,교촌오리지날/1(세트 선택(교촌웨지감자（세트）)),항상 양념도 잘 베어있고 감자도 양 많고 맛있어요!,5,5,5,,오리지날, 사이드,,,,,,,,
44470,교촌치킨,홍대점,2020년 05월 10일,교촌레드콤보/1(세트 선택(선택안함)),바삭함이 좀 덜했지만 맛은 쵝오!!,5,5,5,,레드콤보,,,,,,,,,
44471,교촌치킨,홍대점,2020년 05월 10일,교촌반반콤보/1(세트 선택(선택안함)),항상 맛있고 좋습니다.,4,5,5,,반반콤보,,,,,,,,,
44472,교촌치킨,홍대점,2020년 05월 10일,교촌반반콤보/1(세트 선택(교촌웨지감자（세트）)),맛있어요~~배달시간이 길어서 아쉽긴했지만...,5,5,2,,반반콤보, 사이드,,,,,,,,
44473,교촌치킨,홍대점,2020년 05월 10일,교촌반반콤보/1(세트 선택(선택안함)),"간장양념은 더 발렸으면 좋겠어요!
 맛있게 먹었습니다!",5,5,4,,반반콤보,,,,,,,,,
44474,교촌치킨,홍대점,2020년 05월 09일,교촌레드오리지날/1(세트 선택(선택안함)),"너무 바짝 튀겨서 과자같이 다 부스러 집니다.
촉촉한건 없고...두번 튀긴거같은 느낌이 듭니다. 
간만에 맛없는 치킨입니다..",1,1,3,,레드오리지날,,,,,,,,,
44475,교촌치킨,홍대점,2020년 05월 08일,교촌허니콤보/1,맛있어요 양도많고 배달도 빠르구요,5,5,5,,허니콤보,,,,,,,,,
44476,교촌치킨,홍대점,2020년 05월 08일,교촌반반콤보/1,너무 맛있어요~~~,5,5,5,,반반콤보,,,,,,,,,
44477,교촌치킨,홍대점,2020년 05월 08일,교촌허니오리지날/1,배달 빠르고 치킨은 맛있고 바삭하고 좋았어요!! 굿굿,5,5,5,,허니오리지날,,,,,,,,,
44478,교촌치킨,홍대점,2020년 05월 08일,"교촌허니콤보/1,레드디핑소스/1",맛있ㄱ 잘 먹었습니다 꺼턱,4,4,4,,허니콤보,,,,,,,,,
44479,교촌치킨,홍대점,2020년 05월 07일,"교촌허니콤보/1,레드디핑소스/1",언제 먹어도 맛있는 허니콥모,5,5,5,,허니콤보,,,,,,,,,
44480,교촌치킨,홍대점,2020년 05월 06일,교촌레드윙/1,여어어어어억시 치킨은 교촌!!!!!!,4,5,5,,레드윙,,,,,,,,,
44481,교촌치킨,홍대점,2020년 05월 06일,교촌반반순살[R]/1,배달 40분정도 걸린것같은데 너무맛나요! 반반넘좋아요,5,5,5,,반반순살,,,,,,,,,
44482,교촌치킨,홍대점,2020년 05월 03일,교촌허니콤보/1(세트 선택(선택안함)),맛있게 잘먹었어요!,4,5,5,,허니콤보,,,,,,,,,
44483,교촌치킨,홍대점,2020년 05월 02일,"교촌허니콤보/1(세트 선택(선택안함)),레드디핑소스/1",빠르고 맛있고 젛아요,5,5,5,,허니콤보,,,,,,,,,
44484,교촌치킨,홍대점,2020년 05월 02일,교촌허니콤보/1(세트 선택(선택안함)),쿠폰이 왜없죠? 하나만 더 시키면 웰지감자 먹을수있는데 왜안넣으셨나요?,2,4,4,,허니콤보,,,,,,,,,
44485,교촌치킨,홍대점,2020년 05월 01일,교촌반반오리지날/1,굿!!!!!!!!!!!!!!!!!,5,5,5,,반반오리지날,,,,,,,,,
44486,교촌치킨,홍대점,2020년 05월 01일,"교촌레드오리지날/1,교촌허니콤보/1","처음 시켜봤는데 
그냥 그러네요 
양념이 너무 퍽퍽해요",3,3,3,,레드오리지날, 허니콤보, 레드오리지날,,,,,,,
